date,market_close,stop_loss,buy_stop, balance
18/08/2017,293.96,77.3197319731973,294.1657925792579, 293.96
19/08/2017,290.91,77.3197319731973,291.11365736573663, 290.91
20/08/2017,299.1,77.3197319731973,299.30939093909393, 299.1
21/08/2017,323.29,82.77051705170516,323.5163256325633, 323.29
22/08/2017,309.8,82.77051705170516,310.01688168816884, 309.8
23/08/2017,315.74,82.77051705170516,315.96104010401046, 315.74
24/08/2017,323.42,82.80380038003798,323.6464166416642, 323.42
25/08/2017,327.24,83.78181818181817,327.46909090909094, 327.24
26/08/2017,330.79,84.69070907090708,331.0215761576158, 330.79
27/08/2017,348.13,89.13019301930191,348.3737153715372, 348.13
28/08/2017,346.0,89.13019301930191,346.2422242224223, 346.0
29/08/2017,374.7,95.93279327932791,374.96231623162316, 374.7
30/08/2017,385.93,98.80796079607958,386.2001780178018, 385.93
31/08/2017,384.79,98.80796079607958,385.05937993799387, 384.79
1/09/2017,388.46,99.45570557055703,388.7319491949195, 388.46
2/09/2017,343.14,99.45570557055703,343.38022202220225, 343.14
3/09/2017,341.77,99.45570557055703,342.00926292629265, 341.77
4/09/2017,283.77,99.45570557055703,283.9686588658866, 283.77
5/09/2017,312.09,99.45570557055703,312.30848484848485, 312.09
6/09/2017,335.0,99.45570557055703,335.2345234523453, 335.0
7/09/2017,334.49,99.45570557055703,334.7241664166417, 334.49
8/09/2017,302.99,99.45570557055703,303.2021142114212, 302.99
9/09/2017,296.74,99.45570557055703,296.9477387738774, 296.74
10/09/2017,293.5,99.45570557055703,293.70547054705474, 293.5
11/09/2017,297.3,99.45570557055703,297.5081308130813, 297.3
12/09/2017,293.96,99.45570557055703,294.1657925792579, 293.96
13/09/2017,276.91,99.45570557055703,277.1038563856386, 276.91
14/09/2017,215.21,99.45570557055703,215.36066206620666, 215.21
15/09/2017,253.0,99.45570557055703,253.1771177117712, 253.0
16/09/2017,249.31,99.45570557055703,249.48453445344538, 249.31
17/09/2017,257.55,99.45570557055703,257.73030303030305, 257.55
18/09/2017,294.57,99.45570557055703,294.77621962196224, 294.57
19/09/2017,284.0,99.45570557055703,284.19881988198824, 284.0
20/09/2017,282.0,99.45570557055703,282.1974197419742, 282.0
21/09/2017,257.0,99.45570557055703,257.1799179917992, 257.0
22/09/2017,264.0,99.45570557055703,264.1848184818482, 264.0
23/09/2017,285.93,99.45570557055703,286.13017101710176, 285.93
24/09/2017,282.0,99.45570557055703,282.1974197419742, 282.0
25/09/2017,294.42,99.45570557055703,294.62611461146116, 294.42
26/09/2017,287.9,99.45570557055703,288.1015501550155, 287.9
27/09/2017,309.74,99.45570557055703,309.95683968396844, 309.74
28/09/2017,302.44,99.45570557055703,302.6517291729173, 302.44
29/09/2017,292.22,99.45570557055703,292.4245744574458, 292.22
30/09/2017,304.36,99.45570557055703,304.5730733073308, 304.36
1/10/2017,303.95,99.45570557055703,304.1627862786279, 303.95
2/10/2017,296.5,99.45570557055703,296.70757075707576, 296.5
3/10/2017,292.48,99.45570557055703,292.6847564756476, 292.48
4/10/2017,291.99,99.45570557055703,292.1944134413442, 291.99
5/10/2017,294.81,99.45570557055703,295.0163876387639, 294.81
6/10/2017,310.8,99.45570557055703,311.0175817581759, 310.8
7/10/2017,311.01,99.45570557055703,311.2277287728773, 311.01
8/10/2017,311.07,99.45570557055703,311.28777077707775, 311.07
9/10/2017,297.19,99.45570557055703,297.3980538053806, 297.19
10/10/2017,298.64,99.45570557055703,298.8490689068907, 298.64
11/10/2017,304.01,99.45570557055703,304.2228282828283, 304.01
12/10/2017,303.99,99.45570557055703,304.2028142814282, 303.99
13/10/2017,337.96,99.45570557055703,338.19659565956596, 337.96
14/10/2017,342.0,99.45570557055703,342.2394239423943, 342.0
15/10/2017,337.96,99.45570557055703,338.19659565956596, 337.96
16/10/2017,335.19,99.45570557055703,335.4246564656466, 335.19
17/10/2017,315.19,99.45570557055703,315.4106550655066, 315.19
18/10/2017,309.7,99.45570557055703,309.91681168116816, 309.7
19/10/2017,308.66,99.45570557055703,308.8760836083609, 308.66
20/10/2017,304.51,99.45570557055703,304.7231783178318, 304.51
21/10/2017,298.94,99.45570557055703,299.1492789278928, 298.94
22/10/2017,293.79,99.45570557055703,293.9956735673568, 293.79
23/10/2017,281.09,99.45570557055703,281.2867826782678, 281.09
24/10/2017,297.38,99.45570557055703,297.5881868186819, 297.38
25/10/2017,294.49,99.45570557055703,294.6961636163617, 294.49
26/10/2017,294.71,99.45570557055703,294.9163176317632, 294.71
27/10/2017,296.33,99.45570557055703,296.5374517451745, 296.33
28/10/2017,291.87,99.45570557055703,292.07432943294333, 291.87
29/10/2017,305.0,99.45570557055703,305.2135213521352, 305.0
30/10/2017,307.25,99.45570557055703,307.465096509651, 307.25
31/10/2017,304.9,99.45570557055703,305.11345134513454, 304.9
1/11/2017,287.01,99.45570557055703,287.2109270927093, 287.01
2/11/2017,283.12,99.45570557055703,283.31820382038205, 283.12
3/11/2017,304.08,99.45570557055703,304.2928772877288, 304.08
4/11/2017,298.04,99.45570557055703,298.24864886488655, 298.04
5/11/2017,295.53,99.45570557055703,295.73689168916894, 295.53
6/11/2017,297.97,99.45570557055703,298.17859985998604, 297.97
7/11/2017,291.78,99.45570557055703,291.98426642664265, 291.78
8/11/2017,303.02,99.45570557055703,303.23213521352136, 303.02
9/11/2017,317.87,99.45570557055703,318.09253125312534, 317.87
10/11/2017,293.5,99.45570557055703,293.70547054705474, 293.5
11/11/2017,310.02,99.45570557055703,310.23703570357037, 310.02
12/11/2017,305.24,99.45570557055703,305.4536893689369, 305.24
13/11/2017,312.99,99.45570557055703,313.2091149114912, 312.99
14/11/2017,335.61,99.45570557055703,335.84495049504955, 335.61
15/11/2017,331.33,99.45570557055703,331.56195419541956, 331.33
16/11/2017,331.49,99.45570557055703,331.7220662066207, 331.49
17/11/2017,331.23,99.45570557055703,331.4618841884189, 331.23
18/11/2017,346.66,99.45570557055703,346.9026862686269, 346.66
19/11/2017,354.15,99.45570557055703,354.3979297929793, 354.15
20/11/2017,367.42,99.45570557055703,367.6772197219722, 367.42
21/11/2017,362.12,99.45570557055703,362.37350935093514, 362.12
22/11/2017,380.65,99.45570557055703,380.91648164816485, 380.65
23/11/2017,405.0,103.69036903690368,405.28352835283533, 405.0
24/11/2017,469.0,120.07600760076005,469.32833283328335, 469.0
25/11/2017,461.82,120.07600760076005,462.1433063306331, 461.82
26/11/2017,462.84,120.07600760076005,463.1640204020402, 462.84
27/11/2017,472.31,120.9234523452345,472.6406500650065, 472.31
28/11/2017,466.17,120.9234523452345,466.4963516351636, 466.17
29/11/2017,421.7,120.9234523452345,421.9952195219522, 421.7
30/11/2017,427.43,120.9234523452345,427.72923092309236, 427.43
1/12/2017,457.51,120.9234523452345,457.83028902890294, 457.51
2/12/2017,457.63,120.9234523452345,457.9503730373038, 457.63
3/12/2017,460.3,120.9234523452345,460.6222422242225, 460.3
4/12/2017,466.67,120.9234523452345,466.99670167016706, 466.67
5/12/2017,452.26,120.9234523452345,452.57661366136614, 452.26
6/12/2017,411.01,120.9234523452345,411.29773577357736, 411.01
7/12/2017,406.33,120.9234523452345,406.6144594459446, 406.33
8/12/2017,442.56,120.9234523452345,442.8698229822983, 442.56
9/12/2017,460.0,120.9234523452345,460.3220322032204, 460.0
10/12/2017,427.35,120.9234523452345,427.6491749174918, 427.35
11/12/2017,508.7,130.2402240224022,509.0561256125613, 508.7
12/12/2017,620.0,158.7358735873587,620.4340434043405, 620.0
